,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-11,GA,23,0,19,0,559,3899,0,177.0,5.0,211.0,,4996.0,35072.0,North Goa,,,,,257,1971,0,,,,,2365.0,16691.0,817761,,,,,,,,604054,447843,2021-11-12 05:14:33.920995,1540000,,,,178422,3371,174753,,1269763,960350,0,0,0,0,0
1,1,1,1,2021-11-11,GA,23,0,19,0,559,3899,0,177.0,5.0,211.0,,4996.0,35072.0,Other State,,,,,0,0,0,,,,,0.0,0.0,0,,,,,,,,0,0,2021-11-12 05:14:33.920995,1540000,,,,178422,3371,174753,,1269763,960350,0,0,0,0,0
2,2,2,2,2021-11-11,GA,23,0,19,0,559,3899,0,177.0,5.0,211.0,,4996.0,35072.0,South Goa,,,,,302,1928,0,,,,,2631.0,18381.0,639962,,,,,,,,665709,512507,2021-11-12 05:14:33.920995,1540000,,,,178422,3371,174753,,1269763,960350,0,0,0,0,0
3,3,3,3,2021-11-11,GA,23,0,19,0,559,3899,0,177.0,5.0,211.0,,4996.0,35072.0,Unknown,23.0,0.0,19.0,,0,0,0,177.0,5.0,211.0,,0.0,0.0,0,,,,178422.0,3371.0,174753.0,,0,0,2021-11-12 05:14:33.920995,1540000,,,,178422,3371,174753,,1269763,960350,0,0,0,0,0
