,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Bokaro,,,,,470,297,0,,,,,13078.0,15686.0,2061918,,,,,,,,1017501,361163,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
1,1,1,1,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Chatra,,,,,7,44,0,,,,,1387.0,3597.0,1042304,,,,,,,,457838,133744,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
2,2,2,2,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Deoghar,,,,,3316,3775,0,,,,,23609.0,31128.0,1491879,,,,,,,,598796,276581,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
3,3,3,3,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Dhanbad,,,,,1126,1334,0,,,,,15054.0,17273.0,2682662,,,,,,,,1215629,474902,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
4,4,4,4,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Dumka,,,,,1218,1552,0,,,,,17788.0,23349.0,1321096,,,,,,,,662150,260855,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
5,5,5,5,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,East Singhbhum,,,,,831,4720,0,,,,,4861.0,22851.0,2291032,,,,,,,,1433171,693984,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
6,6,6,6,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Garhwa,,,,,4919,3221,0,,,,,42431.0,39097.0,1322387,,,,,,,,522207,210231,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
7,7,7,7,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Giridih,,,,,1706,2455,0,,,,,17965.0,21221.0,2445203,,,,,,,,1020873,335699,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
8,8,8,8,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Godda,,,,,4600,3818,0,,,,,33964.0,36219.0,1311382,,,,,,,,566711,244069,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
9,9,9,9,2021-11-11,JH,12,0,13,0,31977,38814,0,132.0,0.0,110.0,,280401.0,365763.0,Gumla,,,,,671,1408,0,,,,,3605.0,6292.0,1025656,,,,,,,,393424,165416,2021-11-12 05:14:33.920995,37403000,,,,348960,5138,343673,,15430258,6158253,0,0,0,0,0
