"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16934","16660","10","264"
"2","Chengalpattu","174513","171383","591","2539"
"3","Chennai","559581","549639","1311","8631"
"4","Coimbatore","251704","248056","1160","2488"
"5","Cuddalore","64478","63535","69","874"
"6","Dharmapuri","28904","28541","84","279"
"7","Dindigul","33285","32587","46","652"
"8","Erode","107016","105690","621","705"
"9","Kallakurichi","31586","31349","27","210"
"10","Kancheepuram","75854","74374","214","1266"
"11","Kanyakumari","62930","61745","126","1059"
"12","Karur","24802","24277","161","364"
"13","Krishnagiri","43987","43503","129","355"
"14","Madurai","75600","74341","73","1186"
"15","Mayiladuthurai","23405","23060","27","318"
"16","Nagapattinam","21396","20981","58","357"
"17","Namakkal","54064","53082","466","516"
"18","Nilgiris","34274","33903","153","218"
"19","Perambalur","12114","11858","11","245"
"20","Pudukottai","30362","29915","26","421"
"21","Ramanathapuram","20647","20270","18","359"
"22","Ranipet","43635","42798","59","778"
"23","Salem","101912","99717","478","1717"
"24","Sivagangai","20451","20187","54","210"
"25","Tenkasi","27400","26906","8","486"
"26","Thanjavur","76268","75129","139","1000"
"27","Theni","43615","43085","9","521"
"28","Thirupathur","29432","28770","35","627"
"29","Thiruvallur","120525","118389","282","1854"
"30","Thiruvannamalai","55273","54531","70","672"
"31","Thiruvarur","41963","41414","88","461"
"32","Thoothukudi","56535","56089","34","412"
"33","Tirunelveli","49706","49227","45","434"
"34","Tiruppur","97869","96261","603","1005"
"35","Trichy","78686","77397","198","1091"
"36","Vellore","50323","49052","130","1141"
"37","Villupuram","46057","45665","34","358"
"38","Virudhunagar","46413","45849","15","549"
"39","Airport Surveillance 
(International)","1034","1029","4","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,36,046","26,91,756","7,666","36,624"
