"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","481","206","223770","3","12206","235976","982"
"Bageshwar","394","564","197960","0","5764","203724","714"
"Chamoli","532","512","273613","0","12245","285858","1274"
"Champawat","600","469","226481","0","7605","234086","1500"
"Dehradun","4792","4554","1810854","6","112408","1923262","2750"
"Haridwar","2744","2842","2035489","0","51508","2086997","1272"
"Nainital","1142","1178","520118","1","39242","559360","1327"
"Pauri Garhwal","747","735","370117","1","17689","387806","583"
"Pithoragarh","220","131","207489","0","10263","217752","446"
"Rudraprayag","198","133","185243","0","8800","194043","716"
"Tehri Garhwal","221","142","290863","0","15836","306699","344"
"US Nagar","1062","821","877502","0","37877","915379","1438"
"Uttarkashi","354","408","326776","0","12555","339331","530"
"Total","13487","12695","7546275","11","343998","7890273","13876"
