District,Recovered,Deceased,Active
लखनऊ,251143,2656,17495
गौतम बिु नगर,79487,469,8278
गाज़ियाबाद,70577,465,6359
मरेठ,78197,912,5454
िाराणसी,88517,972,3697
आगरा,29556,459,3234
कानपरु नगर,83451,1908,3017
प्रयागराज,79937,1092,2725
सहारनपरु,34216,420,2293
गोरखपरु,60794,851,2090
बरेली,45360,377,2034
मरुादाबाद,42309,352,2030
बलुदंशहर,21958,246,2012
मजुफ्फरनगर,33479,271,1899
मथरुा,22450,403,1874
झासी,37269,663,1867
लखीमपरु-खीरी,24517,297,1324
बाराबकंी,20506,225,1245
हरदोई,13925,353,1153
अलीगढ,22930,111,1129
बबजनौर,15504,126,1052
शाहजहांपरु,20558,444,1012
शामली,14114,46,998
रामपरु,12960,149,980
हापड़ु,13170,218,918
बदाय,15302,101,832
अमरोहा,17112,204,760
सलु्तानपरु,15059,140,735
राय बरेली,17367,343,679
गोंडा,12355,272,667
गाजीपरु,21883,285,664
अयोध्या,17333,290,658
एटा,10272,100,640
इटावा,13930,295,615
क्रिरोजाबाद,9273,136,586
सोनभद्र,16986,253,574
देवररया,20292,224,570
सीतापरु,12612,186,541
चदंौली,16312,360,536
बहराइच,11639,178,524
बस्ती,11714,331,523
अमठेी,10040,143,514
मनैपरुी,10503,185,502
