District,Recovered,Deceased,Active
ससद्धाथ नगर,9533,100,490
फर्रखाबाद,10416.0,195.0,480.0
जौनपरु,22671.0,236.0,480.0
बागपत,10005.0,143.0,424.0
आजमगढ़,17922.0,229.0,416.0
सभंल,9969.0,106.0,407.0
जालौन,11535.0,203.0,395.0
पीलीभीत,10993.0,194.0,386.0
बसलया,21542.0,237.0,381.0
लसलतपरु,12805.0,129.0,318.0
कन्नौज,9298.0,116.0,317.0
समर्ापरु,11273.0,117.0,291.0
महाराजगजं,12633.0,142.0,290.0
हाथरस,3304.0,43.0,284.0
अम्बडेकर नगर,5073.0,153.0,243.0
औरैय्या,10080.0,204.0,242.0
बादा,10945.0,161.0,235.0
श्रावस्ती,4434.0,37.0,228.0
बलरामपरु,7487.0,138.0,219.0
फतहेपरु,6787.0,139.0,218.0
कुशीनगर,15480.0,228.0,210.0
कानपरु देहात,6181.0,110.0,209.0
मऊ,8340.0,80.0,209.0
उन्नाव,15084.0,254.0,197.0
भदोही,7627.0,164.0,176.0
चचत्रकट,7101.0,79.0,163.0
सतं कबीर नगर,8174.0,98.0,153.0
प्रतापगढ़,15967.0,164.0,151.0
हमीरपरु,5205.0,102.0,131.0
कासगजं,4406.0,53.0,124.0
महोबा,4204.0,86.0,56.0
कौशाम्बी,4386.0,71.0,54.0
