"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2085","20","1","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","3","4","0","47883","1080","14","6"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","1","1","0","10589","101","9","3"
"South Garo Hills","0","0","0","1442","16","1","0"
"South West Garo Hills","0","0","0","2267","21","2","0"
"South West Khasi Hills","0","0","0","2723","20","3","0"
"West Garo Hills","2","6","0","11863","84","18","1"
"West Jaintia Hills","0","0","0","7326","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","6","11","0","96608","1621","49","10"
